"Distribution of the population by native language, Avtonomna Respublika"
"Krym (in % to the total population) by 001 DISTRICTS AND CITIES OF"
"REGIONAL IMPORTANCE, Year and Indicated as a native language"

" "	"2001(05.12)"	" "
" "	"Ukrainian"	"Russian"
"SIMFEROPOL (miskrada)"	6.35	85.82
"ALUSHTA (miskrada)"	9.67	83.68
"m. DZHANKOI"	7.60	83.14
"YEVPATORIIA (miskrada)"	8.73	83.69
"m. KERCH"	5.27	91.34
"m. KRASNOPEREKOPSK"	16.48	79.62
"m. SAKY"	8.87	84.26
"ARMIANSK (miskrada)"	16.90	78.52
"FEODOSIIA (miskrada)"	7.35	87.32
"SUDAK (miskrada)"	8.42	71.45
"YALTA (miskrada)"	10.12	86.79
"BAKHCHYSARAISKYI RAION"	8.21	69.30
"BILOHIRSKYI RAION"	7.92	60.43
"DZHANKOISKYI RAION"	15.84	62.04
"KIROVSKYI RAION"	8.38	64.18
"KRASNOHVARDIISKYI RAION"	11.94	69.42
"KRASNOPEREKOPSKYI RAION"	26.78	53.26
"LENINSKYI RAION"	10.57	70.39
"NYZHNOHIRSKYI RAION"	10.47	72.72
"PERVOMAISKYI RAION"	19.27	58.44
"ROZDOLNENSKYI RAION"	20.84	63.97
"SAKSKYI RAION"	16.91	64.48
"SIMFEROPOLSKYI RAION"	9.62	66.95
"SOVIETSKYI RAION"	10.38	64.37
"CHORNOMORSKYI RAION"	14.81	70.94

"It is possible to select certain territorial aggregations in the "
"window of the table creation by means of the pop-down menu from the "
"variable name Region. The first territorial aggregation is named as "
"DISTRICTS AND CITIES OF REGIONAL IMPORTANCE, the others - as certain "
"districts."

" "
"Conventional signs: "
"hyphen (-) - phenomenon was not observed "
"zero (0.00) - the phenomenon took place but in lower values than can "
"be expressed with used digital number orders "
" "
"Extra notes: "
"The list of settlements of administrative-territorial division "
"(variable Region) is presented in transliteration.  "
" "
"The English version of some transliterated Ukrainian words is "
"presented below: "
" Region = rehion / oblast  "
" District = raion  "
" UTS (urban type settlements) = SMT (selyshche miskoho typu)  "
" City = misto (m.)  "
" Council (municipality) = rada  "
" City council = miskrada  "
" Village = selo (s.)  "
" Village council = silrada  "
" Hamlet = selyshche (s-shche)"

