ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Name,Ukrainian,Russian,prev_name,Whole population
240,UKR,Ukraine,4,Crimea,76,rozdolnenskyi,UA.KR.RO,0,,Raion,Raion,,Rozdolnenskiy,rozdolnenskyi,20.84,63.97,ROZDOLNENSKYI RAION,37185.0
240,UKR,Ukraine,4,Crimea,77,sakska,UA.KR.SS,0,,Misto,City,,Saq-city,sakska,8.87,84.26,m. SAKY,28522.0
240,UKR,Ukraine,4,Crimea,78,sakskyi,UA.KR.SK,0,,Raion,District,,Saq,sakskyi,16.91,64.48,SAKSKYI RAION,80964.0
240,UKR,Ukraine,4,Crimea,79,simferopolska,UA.KR.SM,0,,Mis'ka Rada,Mis'ka Rada,,Simferopol city,simferopolska,6.35,85.82,SIMFEROPOL (miskrada),358108.0
240,UKR,Ukraine,4,Crimea,80,simferopolskyi,UA.KR.SR,0,,Raion,District,,Simferopol,simferopolskyi,9.62,66.95,SIMFEROPOLSKYI RAION,149253.0
240,UKR,Ukraine,4,Crimea,81,sovietskyi,UA.KR.SO,0,,Raion,Raion,,Sovetskiy,sovietskyi,10.38,64.37,SOVIETSKYI RAION,37576.0
240,UKR,Ukraine,4,Crimea,82,sudatska,UA.KR.SU,0,,Misto,City,,Sudak,sudatska,8.42,71.45,SUDAK (miskrada),29448.0
240,UKR,Ukraine,5,Dnipropetrovs'k,83,apostolivskyi,UA.DP.AP,0,,Raion,District,,Apostolovskyi,apostolivskyi,86.64,12.57,APOSTOLIVSKYI RAION,64242.0
240,UKR,Ukraine,5,Dnipropetrovs'k,84,dniprodzerzhynska,UA.DP.DD,0,,Mis'ka Rada,Mis'ka Rada,,Dniprodzerzhinsk,dniprodzerzhynska,65.47,33.84,DNIPRODZERZHYNSK (miskrada),261735.0
240,UKR,Ukraine,5,Dnipropetrovs'k,85,dnipropetrovska,UA.DP.DM,0,,Mis'ka Rada,Mis'ka Rada,,Dnipropetrovsk,dnipropetrovska,46.5,52.46,DNIPROPETROVSK (miskrada),1069801.0
240,UKR,Ukraine,5,Dnipropetrovs'k,86,dnipropetrovskyi,UA.DP.DR,0,,Raion,District,,Dnipropetrovskyi,dnipropetrovskyi,80.7,18.27,DNIPROPETROVSKYI RAION,78904.0
240,UKR,Ukraine,5,Dnipropetrovs'k,87,iurïvskyi,UA.DP.IU,0,,Raion,District,,Yuriivskyi,iurïvskyi,92.81,5.98,YURIVSKYI RAION,15773.0
240,UKR,Ukraine,5,Dnipropetrovs'k,88,krynychanskyi,UA.DP.KC,0,,Raion,District,,Krynychanskyi,krynychanskyi,94.03,4.71,KRYNYCHANSKYI RAION,40330.0
240,UKR,Ukraine,5,Dnipropetrovs'k,89,kryvorizkyi,UA.DP.KR,0,,Raion,District,,Kryvorizkyi,kryvorizkyi,91.35,7.73,KRYVORIZKYI RAION,43759.0
240,UKR,Ukraine,5,Dnipropetrovs'k,90,kryvyirig,UA.DP.KM,0,,Misto,City,,,kryvyirig,71.35,27.17,KRYVYI RIH (miskrada),710412.0
240,UKR,Ukraine,5,Dnipropetrovs'k,91,mahdalynivskyi,UA.DP.MD,0,,Raion,District,,Magdalynivskyi,mahdalynivskyi,93.91,4.75,MAHDALYNIVSKYI RAION,37606.0
240,UKR,Ukraine,5,Dnipropetrovs'k,92,marhanetska,UA.DP.MR,0,,Mis'ka Rada,Mis'ka Rada,,Marhanets,marhanetska,72.15,26.68,MARHANETS (miskrada),50443.0
